t,X,Y,x,y
0.1836200156372165,1291,1045,344,325
0.2003127443315089,1287,1047,340,327
0.2170054730258014,1281,1056,334,336
0.2336982017200938,1277,1064,330,344
0.2503909304143862,1272,1066,325,346
0.2670836591086786,1270,1065,323,345
0.283776387802971,1258,1079,311,359
0.3004691164972635,1253,1081,306,361
0.3171618451915559,1246,1086,299,366
0.3338545738858483,1232,1096,285,376
0.3505473025801407,1225,1104,278,384
0.3672400312744331,1208,1113,261,393
0.3839327599687255,1203,1119,256,399
0.4006254886630179,1189,1124,242,404
0.4173182173573104,1179,1134,232,414
0.4340109460516028,1158,1142,211,422
0.4507036747458952,1145,1152,198,432
0.4673964034401876,1134,1154,187,434
0.48408913213448,1115,1164,168,444
0.5007818608287725,1100,1166,153,446
0.5174745895230649,1078,1174,131,454
0.5341673182173573,1058,1184,111,464
0.5508600469116497,1053,1185,106,465
0.5675527756059421,1038,1184,91,464
0.5842455043002346,1018,1192,71,472
0.600938232994527,993,1192,46,472
0.6176309616888194,985,1195,38,475
0.6343236903831118,967,1193,20,473
0.6510164190774043,942,1193,-5,473
0.6677091477716967,928,1193,-19,473
0.684401876465989,904,1190,-43,470
0.7010946051602814,886,1188,-61,468
0.7177873338545738,872,1187,-75,467
0.7344800625488663,862,1185,-85,465
0.7511727912431587,846,1183,-101,463
0.7678655199374511,822,1175,-125,455
0.7845582486317435,806,1174,-141,454
0.8012509773260359,794,1168,-153,448
0.8179437060203284,779,1162,-168,442
0.8346364347146208,768,1160,-179,440
0.8513291634089132,756,1152,-191,432
0.8680218921032056,747,1149,-200,429
0.8847146207974981,739,1146,-208,426
0.9014073494917904,729,1141,-218,421
0.9181000781860827,719,1135,-228,415
0.9347928068803752,711,1130,-236,410
0.9514855355746676,703,1126,-244,406
0.96817826426896,695,1122,-252,402
0.9848709929632524,686,1116,-261,396
1.001563721657545,682,1111,-265,391
1.0182564503518374,681,1113,-266,393
1.0349491790461298,674,1106,-273,386
1.0516419077404222,670,1104,-277,384
1.0683346364347146,668,1104,-279,384
1.085027365129007,665,1101,-282,381
1.1017200938232994,663,1101,-284,381
1.1184128225175918,661,1098,-286,378
1.1351055512118842,661,1098,-286,378
1.1517982799061768,661,1098,-286,378
1.1684910086004692,663,1098,-284,378
1.1851837372947616,665,1100,-282,380
1.201876465989054,665,1101,-282,381
1.2185691946833463,669,1104,-278,384
1.2352619233776387,671,1104,-276,384
1.2519546520719311,675,1107,-272,387
1.2686473807662235,680,1108,-267,388
1.285340109460516,685,1113,-262,393
1.3020328381548083,689,1118,-258,398
1.318725566849101,696,1120,-251,400
1.3354182955433933,696,1124,-251,404
1.3521110242376857,706,1129,-241,409
1.368803752931978,718,1136,-229,416
1.3854964816262705,727,1141,-220,421
1.4021892103205629,735,1146,-212,426
1.4188819390148553,745,1149,-202,429
1.4355746677091477,750,1150,-197,430
1.4522673964034405,760,1156,-187,436
1.4689601250977329,772,1161,-175,441
1.485652853792025,792,1167,-155,447
1.5023455824863174,799,1170,-148,450
1.5190383111806098,814,1174,-133,454
1.5357310398749022,826,1177,-121,457
1.5524237685691946,839,1182,-108,462
1.569116497263487,852,1182,-95,462
1.5858092259577794,865,1188,-82,468
1.6025019546520718,878,1190,-69,470
1.6191946833463644,894,1192,-53,472
1.6358874120406568,909,1193,-38,473
1.6525801407349492,921,1193,-26,473
1.6692728694292416,936,1193,-11,473
1.685965598123534,943,1193,-4,473
1.7026583268178264,963,1193,16,473
1.7193510555121188,971,1194,24,474
1.7360437842064111,987,1191,40,471
1.7527365129007035,1004,1189,57,469
1.769429241594996,1009,1188,62,468
1.7861219702892883,1028,1185,81,465
1.802814698983581,1039,1183,92,463
1.819507427677873,1052,1182,105,462
1.8362001563721655,1064,1176,117,456
1.852892885066458,1072,1175,125,455
1.8695856137607505,1080,1172,133,452
1.886278342455043,1085,1175,138,455
1.9029710711493353,1097,1170,150,450
1.919663799843628,1105,1165,158,445
1.9363565285379205,1112,1162,165,442
1.953049257232213,1125,1159,178,439
1.969741985926505,1134,1153,187,433
1.9864347146207977,1141,1151,194,431
2.00312744331509,1144,1148,197,428
2.0198201720093825,1150,1147,203,427
2.036512900703675,1155,1144,208,424
2.0532056293979672,1159,1143,212,423
2.0698983580922596,1163,1141,216,421
2.086591086786552,1164,1142,217,422
2.1032838154808444,1168,1137,221,417
2.119976544175137,1168,1138,221,418
2.136669272869429,1170,1136,223,416
2.1533620015637216,1173,1135,226,415
2.170054730258014,1173,1135,226,415
2.1867474589523064,1173,1136,226,416
2.2034401876465988,1172,1136,225,416
2.220132916340891,1170,1137,223,417
2.2368256450351836,1168,1137,221,417
2.253518373729476,1168,1137,221,417
2.2702111024237683,1164,1140,217,420
2.2869038311180607,1160,1142,213,422
2.3035965598123536,1160,1144,213,424
2.320289288506646,1151,1146,204,426
2.3369820172009383,1145,1148,198,428
2.3536747458952307,1143,1151,196,431
2.370367474589523,1135,1153,188,433
2.3870602032838155,1132,1155,185,435
2.403752931978108,1125,1159,178,439
2.4204456606724003,1117,1158,170,438
2.4371383893666927,1110,1163,163,443
2.453831118060985,1099,1166,152,446
2.4705238467552775,1090,1169,143,449
2.48721657544957,1082,1172,135,452
2.5039093041438623,1072,1176,125,456
2.520602032838154,1064,1177,117,457
2.537294761532447,1060,1180,113,460
2.553987490226739,1047,1182,100,462
2.570680218921032,1033,1184,86,464
2.587372947615324,1027,1185,80,465
2.604065676309617,1017,1187,70,467
2.6207584050039094,1000,1188,53,468
2.637451133698202,991,1191,44,471
2.6541438623924942,981,1191,34,471
2.6708365910867866,974,1192,27,472
2.687529319781079,965,1193,18,473
2.7042220484753714,949,1193,2,473
2.720914777169664,943,1193,-4,473
2.737607505863956,933,1192,-14,472
2.754300234558249,921,1192,-26,472
2.770992963252541,912,1192,-35,472
2.787685691946834,903,1191,-44,471
2.8043784206411257,891,1189,-56,469
2.821071149335418,880,1188,-67,468
2.8377638780297105,871,1188,-76,468
2.854456606724003,858,1186,-89,466
2.8711493354182953,849,1185,-98,465
2.8878420641125877,843,1182,-104,462
2.9045347928068805,838,1182,-109,462
2.921227521501173,830,1178,-117,458
2.9379202501954653,823,1177,-124,457
2.9546129788897577,816,1176,-131,456
2.97130570758405,809,1172,-138,452
2.9879984362783425,805,1170,-142,450
3.004691164972635,799,1169,-148,449
3.0213838936669273,793,1168,-154,448
3.0380766223612197,789,1164,-158,444
3.054769351055512,784,1165,-163,445
3.0714620797498045,783,1164,-164,444
3.088154808444097,776,1162,-171,442
3.1048475371383892,776,1162,-171,442
3.1215402658326816,773,1162,-174,442
3.138232994526974,770,1160,-177,440
3.1549257232212664,768,1159,-179,439
3.171618451915559,769,1159,-178,439
3.188311180609851,772,1159,-175,439
3.2050039093041436,770,1159,-177,439
3.2216966379984364,767,1159,-180,439
3.238389366692729,771,1160,-176,440
3.255082095387021,772,1159,-175,439
3.2717748240813136,776,1161,-171,441
3.288467552775606,774,1159,-173,439
3.3051602814698984,776,1164,-171,444
3.3218530101641908,783,1163,-164,443
3.338545738858483,785,1164,-162,444
3.3552384675527755,793,1167,-154,447
3.371931196247068,793,1168,-154,448
3.3886239249413603,796,1168,-151,448
3.4053166536356527,801,1171,-146,451
3.422009382329945,808,1172,-139,452
3.4387021110242375,813,1172,-134,452
3.45539483971853,819,1175,-128,455
3.4720875684128223,828,1177,-119,457
3.4887802971071147,833,1180,-114,460
3.505473025801407,839,1181,-108,461
3.5221657544957,848,1183,-99,463
3.5388584831899923,855,1183,-92,463
3.5555512118842847,858,1185,-89,465
3.572243940578577,872,1188,-75,468
3.5889366692728695,879,1188,-68,468
3.605629397967162,885,1188,-62,468
3.6223221266614543,890,1188,-57,468
3.639014855355746,904,1191,-43,471
3.655707584050039,908,1192,-39,472
3.672400312744331,920,1192,-27,472
3.689093041438624,928,1192,-19,472
3.705785770132916,937,1193,-10,473
3.7224784988272086,945,1192,-2,472
3.739171227521501,952,1192,5,472
3.7558639562157934,961,1191,14,471
3.772556684910086,968,1192,21,472
3.789249413604378,977,1192,30,472
3.8059421422986706,983,1193,36,473
3.8226348709929634,992,1190,45,470
3.839327599687256,999,1188,52,468
3.856020328381548,1005,1188,58,468
3.872713057075841,1014,1188,67,468
3.889405785770133,1019,1188,72,468
3.906098514464426,1032,1187,85,467
3.9227912431587177,1034,1184,87,464
3.93948397185301,1040,1184,93,464
3.9561767005473025,1046,1182,99,462
3.972869429241595,1049,1183,102,463
3.9895621579358873,1054,1180,107,460
4.00625488663018,1059,1180,112,460
4.0229476153244725,1063,1180,116,460
4.039640344018765,1063,1175,116,455
4.056333072713057,1072,1176,125,456
4.07302580140735,1074,1176,127,456
4.089718530101642,1077,1175,130,455
4.1064112587959345,1077,1175,130,455
4.123103987490227,1078,1174,131,454
4.139796716184519,1080,1172,133,452
4.156489444878812,1084,1173,137,453
4.173182173573104,1086,1172,139,452
4.1898749022673965,1088,1172,141,452
4.206567630961689,1087,1171,140,451
4.223260359655981,1088,1172,141,452
4.239953088350274,1087,1172,140,452
