0-9.3443i,0,-0+9.3443i,0,0,0
0,0-19.302i,0,-0+19.302i,0,0
-0+9.3443i,0,0-55.977i,0,0+19.841i,0+26.882i
0,-0+19.302i,0,0-61.805i,0+26.882i,0+15.723i
0,0,0+19.841i,0+26.882i,0-46.633i,0
0,0,0+26.882i,0+15.723i,0,0-42.502i
