A,B,E1,AE1
8.748307454113917,1.2271975823623658,0.7951596486965998,1.2302062152736797
8.638289697274546,1.38218027881062,0.8031779427844012,1.2276808010851605
8.51101902109539,1.4990422899390732,0.8104899557419329,1.2260062654540556
8.414417094305819,1.653514579580992,0.8145834192003562,1.2171934108539237
8.249187318458945,1.8118499061695166,0.8236657674117871,1.2135036407307365
8.138763259708933,1.945926401577043,0.8293120947362028,1.201494274304473
8.003643656326274,2.049753177436649,0.8279438905922804,1.1896244230437882
7.8766207319889086,2.1681874464235498,0.8318811739285684,1.1760545549107648
7.797587928603475,2.28333883229895,0.8292535333857842,1.1628853377688233
7.652348679961349,2.407045981232226,0.8380273828827013,1.1561375202697806
7.5182224424112345,2.4867655367086763,0.8490415153511772,1.1468632540555106
7.380982183444995,2.6269224295081397,0.8566879916111947,1.1400610585733693
7.251270871343329,2.727089482368705,0.8662367750328246,1.1335647613978201
7.126059710302996,2.856235151341187,0.8724991351264042,1.1287580869013851
7.000361892077152,2.9396122429056035,0.8813489640077019,1.1236107614860738
6.926186378837783,3.075187706414582,0.8905655750327405,1.114920283335392
6.843691270076107,3.189527943402817,0.8998976379365322,1.1084406242109694
6.736750692549215,3.312041213271764,0.9075015494848323,1.1030590033571093
6.621650521024417,3.4287649666347764,0.9114425728150132,1.102017002662732
6.494357302808227,3.5544804251964948,0.912442050661841,1.0906147380067268
6.394362787172631,3.589599633924406,0.9155543410093381,1.077578559044544
6.265050885177052,3.696881456197583,0.9262609894331805,1.0705468333465118
6.121528324506392,3.7218183941835714,0.9425477344298914,1.0573843796049456
6.008510144490007,3.84043154741729,0.9507799163369851,1.0492863909513326
5.912379824510005,3.921630308210644,0.9641727845966518,1.0312277125420521
5.770132702235243,3.9869752256330626,0.9703516612753283,1.015875548376817
5.661558919724888,4.074511890920338,0.9777900311687191,1.0050772035754139
5.6219691662837805,4.218667195044764,0.9867585996794308,0.9981371287204247
5.545621208831715,4.373762653096959,0.9976533940887673,0.9983051279243627
5.436936823873451,4.507143956979875,1.0085208731416633,0.9978041828055109
5.399792865145191,4.70073462532181,1.017497558668953,0.9942741370450906
5.323361999595129,4.793109068626201,1.0279625540548103,0.9875093565952082
5.229637332902623,4.875918385921613,1.0410443069565745,0.9825309921013269
5.120946201795859,5.001280723461887,1.0582725770695887,0.9679221790957171
4.991515463301198,5.059528594006497,1.0746815825964433,0.9538744819168476
4.882922041900041,5.155167456679139,1.0843553914617192,0.94740217153868
4.805335874591471,5.201482034357034,1.0904826939734826,0.9210213711116209
4.644640668689506,5.221310985708326,1.0845173505642667,0.9136069999311398
4.531696814085428,5.321117788755586,1.082279981674483,0.9037339494647104
4.47911882850167,5.443230273447529,1.0865594439160857,0.902758115513625
4.380370454854142,5.528907521753344,1.093830409172146,0.89793760550173
4.310216179009085,5.608380824886081,1.1013424989721063,0.8857390657098994
4.267214414277584,5.7246708736663825,1.1144156761527453,0.87975038934375
4.180155778044158,5.801042376629709,1.122216744713934,0.8679005651693038
4.052978308935564,5.938507548955525,1.1355582318288204,0.8578987813399288
3.9771650311822033,6.016314988106256,1.1554160635385033,0.8354199968360552
3.8853673900759573,6.108275356513224,1.1700212559415986,0.8195144999049145
3.803210990580347,6.196893556203962,1.1878164936977325,0.8054286894233114
3.7449340472953523,6.303003273251044,1.2013577666595436,0.7929257655149543
3.623944872324412,6.372987335385861,1.2115757248888746,0.7906018774994336
3.5453993305253686,6.443350848475957,1.2253263634117075,0.7821449761791849
3.466110774745501,6.503944567239915,1.2374270537239072,0.7762733126427365
3.4078331666304935,6.546272005385166,1.2490170080650966,0.7660811498285993
3.3449935852068537,6.604504285598769,1.2612806356785522,0.7567439220409077
3.261938015646041,6.681625037585479,1.264981075704597,0.749610081671207
3.1863914101795916,6.803216157704492,1.2709342376238564,0.7376725919857584
3.0787241058429338,6.895070600292337,1.279313548481497,0.7245028671021283
3.0482641693755084,6.9577881422132855,1.2891519656635255,0.7066755420098866
2.984717531687116,7.0659098338709825,1.2981298058064308,0.6953250609636296
2.909765359032731,7.15651707071357,1.3100989229506752,0.680137485245562
2.852930286116881,7.2420024613385126,1.31708697685052,0.6684560516487178
2.8059027678201134,7.309345378203313,1.3258455387401018,0.6602637969078837
2.7283396184379622,7.40274468309081,1.3325576453337027,0.6550162870577511
2.658689371023589,7.462449499400843,1.3411173310491002,0.6407494436403807
2.6423907473516266,7.505177586611001,1.35477106779051,0.6320686273660296
2.579750501827517,7.519159895714248,1.3636835302896035,0.6220519385444263
2.4973186116209125,7.607126373930012,1.3772132049745096,0.6147699001628668
2.4280780509774145,7.661009916379257,1.396795424819917,0.604007656425223
2.3688688205964086,7.695988905454701,1.410770090000801,0.5919817349042702
2.3225369605108,7.741397504181038,1.4263069024326849,0.5902047494213988
2.2267045069831832,7.776821000517647,1.443173952412075,0.5824410315378001
2.164638787985316,7.827192428388087,1.4546596086156043,0.5671620626502503
2.1291442550053987,7.882110174046361,1.4645042633594236,0.5522731190769438
2.068982918516183,7.960032029099839,1.4680677708527443,0.5466587572814838
1.9683545883876812,8.007176994116,1.4713964301599929,0.5346158194821541
1.8959270878396663,8.04261237682082,1.4755681129210567,0.5224063594098463
1.8549872912245786,8.05688999207654,1.4839695064450085,0.5146052679379785
1.7774132998821068,8.100116017406606,1.4869402321047416,0.5083808887270768
1.7345421307238196,8.214662660473868,1.5036115586359702,0.49684912681526017
1.7076314373970527,8.248232663595676,1.5109274892116875,0.48461784473250036
1.679964090799625,8.275464345330795,1.5279785607697445,0.47710514855070096
1.6478201728529178,8.300545701863417,1.5426052622597184,0.47143503593247493
1.6408007590821116,8.350924381508557,1.5627463917873712,0.4575151310113179
1.6169926335632756,8.43208840579284,1.573365424038351,0.4388073886473265
1.5756698665208297,8.494353167360154,1.5805645887385027,0.4193457634583267
1.507318729390989,8.52107119356865,1.5942606053780202,0.4098961561573631
1.4241253111892276,8.534957968584667,1.5995942815543955,0.39947669501155914
1.3602949112208738,8.600101974543893,1.6064637031030795,0.39259153892192633
1.338594537987575,8.629879457414988,1.616466398684166,0.38675898510146633
1.2993778954768322,8.699109473987784,1.6203172177449678,0.38017321666893095
1.2959603705817664,8.750499285986196,1.631625590743203,0.3661628400213588
1.2231425993209013,8.774228465074872,1.6377429861103348,0.3583807429062753
1.168619224773992,8.752929692300816,1.6491102685264039,0.3509038358423064
1.1336632039939214,8.752888311804506,1.6532356475439085,0.34478152403982754
1.125048860570068,8.802688415084722,1.6655073555911812,0.3371289752956702
1.0069007970336012,8.856301689430444,1.668575171944981,0.3290471239393401
0.9577993488155638,8.870919332986695,1.6745011599808428,0.3169011033112315
0.8955440574792586,8.895892735732613,1.687873303295362,0.31640636037277853
0.7954132538181802,8.980459847676435,1.6883967560186186,0.3105940338382783
0.7957772644117463,9.016366117471811,1.7017459597205604,0.301633727758333
0.8102596389344406,9.060944257141692,1.7106793217037668,0.29875470308326746
0.8325801150166385,9.128783622218936,1.7175252487724146,0.2830903193585587
0.8369086251454179,9.193747334680763,1.7253633054300412,0.2721954795111926
0.8360651158177168,9.205728075047821,1.7287094091046074,0.26423499995306593
0.8585747324782975,9.192543840524328,1.7366540390166736,0.25437210886876227
0.8554567312340471,9.202850516033614,1.7443573589955057,0.2464243444616433
0.8955733031824618,9.234841358004443,1.7574098602703412,0.23916790519669973
0.8483940278678059,9.272007101924642,1.7657523625574003,0.23180787688684387
0.8068978739616157,9.296851106869665,1.775636530770463,0.22632059518427802
0.7411664723172049,9.336004607553715,1.7846347534372042,0.22747999258475748
0.6541589202155225,9.402785994891616,1.7858704600012214,0.22463811388435878
0.6630706219041888,9.428760994274002,1.7978796008252789,0.21617228916448034
0.6412500683546791,9.505529794688012,1.8027083410188194,0.21021327836867834
0.6312143557168871,9.529777941744081,1.806002522981808,0.19901644037826183
0.638394719601185,9.566123286149757,1.8079859536918734,0.19970142610604247
0.6031388097520497,9.559656222973302,1.8124299984724639,0.1948269214894111
0.599571242681228,9.534012776298209,1.8189234424390865,0.1866465464653471
0.5728317004563187,9.521507011555817,1.822340828921595,0.17483423700470652
0.5945258720253388,9.532003701502799,1.8292610345645652,0.16553564653090055
0.5668454159087564,9.550434502099625,1.8331082352699395,0.16196577732208814
0.5049838403674195,9.566933069470759,1.8422977739804263,0.1632285887291827
0.4613266761514349,9.59916857265947,1.8438865302046612,0.1600372767487436
0.40417318220939935,9.619492452192482,1.8413272339215634,0.15754577676050133
0.41293701554103834,9.659220144935858,1.8512924326773148,0.14409366202570384
0.3640519991662414,9.657874565908463,1.859644578437807,0.13783019099501412
0.371299004825898,9.641015454078913,1.8632062402512708,0.13252373052969996
0.4028590505023407,9.646000757327199,1.8700435233136437,0.13553579075627964
0.3682536259204641,9.672732491024531,1.8716823594782726,0.131378825699947
0.3689067292872587,9.677897461096222,1.8716269141901087,0.1247061920136934
0.37631220262979664,9.703592054446732,1.8737874458705333,0.11930775976272118
0.41571327539316055,9.68912733451946,1.8839280836937509,0.12075031087471062
0.41127065534079627,9.688728670521002,1.889448634623656,0.12028383750110185
0.36202496913449983,9.722919000521753,1.8986377747690173,0.11906372327449768
0.32470802203519955,9.78175460906904,1.8971492121342484,0.1184065853749837
0.3205406638756991,9.782202771920804,1.898834828210133,0.11916551701910298
0.29177018006508276,9.808959394505377,1.9093317321489185,0.11241359752146654
0.2802050325768923,9.839254073431649,1.9107983648142641,0.1093017892981673
0.2868779639623092,9.819818746848853,1.9082388818805698,0.10196811095763264
0.31570787727438987,9.75762873667314,1.917304117576471,0.09707525390337601
0.31755159435428576,9.74853151561071,1.9143528399169987,0.08801043455498213
0.298085539573901,9.732330023144405,1.91591617842269,0.07978298374856327
0.30216606247840855,9.69350251436522,1.9188227604441843,0.07761786901742491
0.28304299648663483,9.66387757454999,1.9258337819439566,0.07790747375956739
0.24170154702402669,9.67704665873479,1.923883247547215,0.07703945231336265
0.2108393512259366,9.706140933598563,1.9239928775843727,0.07406065295898755
0.22011564740310938,9.715316036503706,1.9248731431114914,0.07473413260707817
0.22614117453001842,9.764104382555887,1.927492737701437,0.07812718137406044
0.20001082593412015,9.816621700587088,1.9304710884780887,0.07633393224337132
0.20334006021777756,9.832198056173521,1.9340596475688245,0.07447096281276809
0.17826177022785075,9.801451643419139,1.9412240200721176,0.0701950172364589
0.20853481485960637,9.774026555551053,1.9544176801930468,0.06617918443607747
0.16591160568676952,9.786829155930157,1.951285911776962,0.06204168874043433
0.1607898153339169,9.77174587916543,1.9508958618528371,0.06399268769544245
0.17082810104955093,9.76600044658246,1.9503729277039559,0.06307418311449271
0.1424170713016789,9.805586461203246,1.9432019767913833,0.0593167503950874
0.10947598238718206,9.82825594259233,1.9379170757540578,0.056569480645150806
0.1159211178198195,9.857483472060215,1.9376845303941028,0.0456718794051531
0.14629274348838608,9.885613723080304,1.9393097885733221,0.043861663958541845
0.11699224566846916,9.938288574483101,1.9367182673805892,0.043418031829298515
0.10005611253093741,9.92680317061914,1.9386640263963149,0.0398711689875308
0.138922304860012,9.937039052222396,1.9452300622377705,0.03983716645110987
0.14670856961624612,10.002726687174725,1.952259399438763,0.03819989377628161
0.13279167496226854,10.034352636697381,1.9564070222726866,0.03875460924095061
0.10362152685356502,10.067470440392453,1.9567385880216857,0.04046458729559818
0.16400962712243855,10.052205676394964,1.9557898080589111,0.04601030687487234
0.17908690292736468,10.023228648336351,1.9602890307174665,0.047851437289716844
0.18215148237506268,10.020220938130569,1.9567212361710684,0.042743309363281023
0.14255393888154072,9.991049712318485,1.9629034044969986,0.04237536358450674
0.16950290940168133,9.98073074085011,1.9678159883187407,0.03736224613387269
0.18807295000867227,9.95376086639428,1.9690942561103655,0.04197421876721825
0.1269261365762646,9.920868741607672,1.967909041409688,0.040149297365066006
0.09795151286300186,9.909646304015371,1.970931827586599,0.04041832543163876
0.1200265613947454,9.915734535512343,1.971686137459004,0.038460683875697003
0.0672871366978375,9.96054746927072,1.9753549547004128,0.03405354706252061
0.014726859011898933,9.956668825310318,1.977629826511915,0.031977366970067436
-0.005226060657689203,9.975019621319872,1.9832805457236136,0.03160121827953798
-0.004295388369613074,9.982856362008171,1.9802254232720833,0.0304476810835468
-0.027696364622130754,9.936727527339261,1.9794618606774514,0.030501345049306433
-0.012701416751143724,9.92731436068512,1.9801777296026803,0.0268649013218699
-0.0038154436269364944,9.906588532928023,1.9804116205294233,0.023345268911083024
11.146874232382414,1.3218619805964742,0.6856450413221904,1.3417296670335288
11.029223780912094,1.4969027724928219,0.6924111379646707,1.3408914577853834
10.88924294201409,1.623598664589243,0.6983936068354657,1.3409929250996016
10.788092918324805,1.7986106761642544,0.7008812470674856,1.333412142514055
10.599033762207664,1.9788702032053131,0.708731594655099,1.331381437128421
10.479602454037405,2.128489951602267,0.712852754410119,1.3203933186972363
10.328320281982622,2.239831982736988,0.7093831947313316,1.3095764378935484
10.187034488844596,2.370155771730178,0.7116189464426573,1.2969452508116273
10.106656665258425,2.4966330177293408,0.7067498531532705,1.2847664575175795
9.94142807791059,2.634379425780891,0.7141655326832799,1.2795372611732463
9.790028852073421,2.7163374818351675,0.7239796442773981,1.2716008041838616
9.634295291516837,2.8757936451583213,0.7301405452853786,1.2663510465964947
9.48780635566328,2.984574199543342,0.7383359998923732,1.2614498192566734
9.34669144392127,3.1307108627121094,0.7429668364865654,1.2583899509814058
9.204581070592397,3.218805797984078,0.7503726415195763,1.2549798684156508
9.127851659978504,3.373902133556939,0.7581574086860817,1.247762901108387
9.04012062548861,3.5022782298600927,0.766050486518075,1.2429481225870138
8.92080188535214,3.6414729472053433,0.7720628877187954,1.2393340059356859
8.790677811777613,3.7736692556191724,0.7741073121159346,1.2404181916763577
8.64459669705324,3.917736619975631,0.7729629260661304,1.230335944352995
8.53295978121746,3.946570890437921,0.7740851038708936,1.218503957613675
8.383502671532796,4.067910231348102,0.7833902800842538,1.2131647388763436
8.215503534442947,4.08455435017922,0.7987054960816347,1.2012212417381396
8.086030865529588,4.221168081004598,0.8053171639982483,1.1947543944821444
7.977702725673537,4.3104385445406805,0.8174880232159809,1.17754821723864
7.810101541596813,4.379886728649494,0.8218643429282964,1.1632721334220177
7.685063987198998,4.478073867378647,0.8275916683434152,1.1539187405763893
7.647656235296749,4.648942324504768,0.8349631962298815,1.1487363524839345
7.562913827699496,4.834192948202173,0.8444074194791639,1.1512310385151612
7.43647871757949,4.992149608153853,0.8538172392293785,1.1530087282239825
7.4009310809072595,5.227375705452468,0.8611828035378323,1.151521149199665
7.314816752785491,5.333839384933065,0.8701520793565841,1.1465451260784942
7.206205180344231,5.428519311447142,0.8819441906663591,1.143498149356637
7.078065890600425,5.5779366507302965,0.8982114090110246,1.1300578354868007
6.92302967757213,5.642119655465899,0.9135961057141797,1.117221450461094
6.7941620939327265,5.7544528782907385,0.9217153097672206,1.1125572869100657
6.704443040372738,5.804258897602755,0.9260117666021418,1.0864033605537442
6.508221708608949,5.820687653783837,0.9172641100402408,1.080711698778022
6.372519877369549,5.9396222021669045,0.9125475103983025,1.0723587968910464
6.31343813803108,6.087453278430613,0.9148733823419956,1.0735981834015729
6.195000935423989,6.189207342137992,0.9204389612442002,1.0706771230431227
6.112633450834492,6.283469030369959,0.9262778599130727,1.0597806319381553
6.064496559141676,6.425146347278174,0.9381332169483758,1.0555708313037588
5.959704228655816,6.516298312139522,0.944315820959774,1.0450188313101716
5.803283930685682,6.68584916905122,0.9564964665672159,1.0364423761037593
5.712000088771295,6.779678229583824,0.9757303929904361,1.014379931068315
5.599894968206754,6.891991044749233,0.9893186512117754,0.9993883909689931
5.499677233119685,7.0004562036333535,1.0063746706148944,0.9863355661712702
5.429521614479168,7.131662480711421,1.0188670915862497,0.9749637260933175
5.2789102730660735,7.217174195290936,1.0278024917520847,0.9745475654099546
5.182059738414479,7.3035817177408795,1.040582095654043,0.9674809351406845
5.083851948369576,7.377928627066617,1.0516151511303338,0.9631702129358305
5.012055028584347,7.429367781615654,1.0621334441741792,0.9541604092318311
4.934032328331151,7.501510020620837,1.073417574778861,0.9460344340858542
4.829807242420903,7.598160289264416,1.0755015969122632,0.9402451041740091
4.734769468640479,7.751966303225898,1.0800604408110783,0.9292280049011054
4.598341825999262,7.868211431962554,1.087283752123475,0.9168349037081727
4.560067339914879,7.9476574391122154,1.0961304104570921,0.8993666575437993
4.479177742890659,8.085439751751279,1.1040995509233993,0.888836975365284
4.38334961652614,8.201248989420895,1.1153506131658442,0.8741125693835284
4.3102680650452765,8.31089795322213,1.1212824384978812,0.8631156731136931
4.24933132256549,8.39776395636258,1.1291839170738152,0.855825350264798
4.149052223774064,8.518255299702684,1.1349384224195498,0.8516514301007135
4.058509059798972,8.59610475872173,1.1427508999389318,0.8376798176977472
4.035702929521783,8.652643746708229,1.156127315203122,0.8296701523152653
3.953399544991915,8.67284328855731,1.1644555827388392,0.820150209480302
3.8454938054580907,8.787813018229372,1.177837376718745,0.8135108320771427
3.75409146366723,8.859614655343142,1.197823675453361,0.8030430056459867
3.6751679095439407,8.907612296761412,1.2118328549891277,0.7911369001239091
3.612364396495539,8.969237418730636,1.2276042334087822,0.7902150553213909
3.4860745294334743,9.018425200298337,1.244889270712235,0.7827542866286795
3.4025840574227546,9.08698983554197,1.2564464800303097,0.7671033540079496
3.352717500840079,9.161646924425456,1.2663140994141326,0.7517919643771911
3.271086005891017,9.26594679645701,1.269486113129694,0.7464066793744023
3.1375316725694735,9.331238422041697,1.2724891059857877,0.7339992825314885
3.0397068485212477,9.381848899655417,1.2764875533233875,0.721326507759928
2.9818166623876876,9.405709202105731,1.2851373667064014,0.7133245372266743
2.8769256214101384,9.466760721012532,1.2880138766063487,0.7069367013510717
2.816094219473625,9.619074061624218,1.3057641171979009,0.6947330521429872
2.7754114364071594,9.668256356965449,1.3135067064706856,0.6816858411104711
2.733551230541028,9.709560508381667,1.331844414370025,0.6736418982655514
2.6857764818518772,9.74832106051324,1.3476549470187642,0.6674972697040316
2.6698789991391605,9.819559505557837,1.3695058109034932,0.6523603190302925
2.632374557637701,9.930269306261854,1.3811694633150857,0.6319673727702004
2.5723478094369674,10.017025061672124,1.3892310086113187,0.6106722439461583
2.4776672608667507,10.058567800438666,1.404391947629217,0.60009400778191
2.363897631602905,10.083878913338154,1.4106155735652326,0.5883818291807409
2.2747074435247763,10.174745703134368,1.4185829428219254,0.5803974792893616
2.239165970823453,10.220596276121459,1.4300170415046014,0.5734637758872448
2.181155272118176,10.316914104108735,1.434896182701163,0.5656330915653798
2.168734148559732,10.390563951909302,1.4479062583757807,0.5497070276175714
2.0676431631640146,10.429001433479572,1.4553955767583144,0.5404211717741878
1.98982005075089,10.410050061495909,1.468630276862418,0.531384944498875
1.9368992805756629,10.418302412437212,1.4741275639970275,0.523732577897676
1.9175368090857592,10.490231723767687,1.4884924669052393,0.5143526476645344
1.7583194012334493,10.567081101034523,1.4929987431111473,0.5044352509842576
1.6871844284691022,10.594203176062576,1.5006616433593432,0.49005972394064373
1.599225263546573,10.634578149912274,1.5164303265713277,0.48818826418170896
1.462897296341234,10.751041627724131,1.5184004180563326,0.48051044761063466
1.454815868946051,10.805416094918208,1.534277235295726,0.4693701058386661
1.4647440195255903,10.870868964411878,1.5454512018377775,0.46472994860394534
1.4846743850162232,10.966012788320901,1.5544324410288752,0.4462318768937558
1.4816475530643147,11.057479731122308,1.56454157286811,0.4328238805481191
1.4720344675311208,11.081307657958783,1.5698572494333478,0.4225283935492948
1.49225131489597,11.072993125155135,1.5801867552779045,0.41012871023309244
1.4797913991516938,11.094628199742514,1.590303579517769,0.39974808283866686
1.522555405813235,11.143897432045852,1.6062373779243704,0.3900693643819678
1.4539519737106936,11.199720240387007,1.6171286940147724,0.380238329093534
1.3926622923457053,11.239756195937643,1.6297206328945657,0.37239148724804894
1.3005087692593669,11.297987405390472,1.6413897094920185,0.37168446135204886
1.181275743726934,11.39140506251803,1.6447112376365673,0.3666295605987833
1.184550524930924,11.43265740996636,1.659685726140699,0.35547900038968894
1.1486890599972432,11.538651262951639,1.6669342626344616,0.347010681745545
1.1279622108214666,11.57751794410856,1.6725467657545572,0.3328696733776141
1.129305940279788,11.631727613315363,1.67676190587797,0.3315342743835882
1.076586936735924,11.631194112878294,1.683647029483837,0.32418460076340755
1.0644158016879695,11.606082199452272,1.6927557379108762,0.31325536512043084
1.0227751343412632,11.597632695510676,1.6985540364791536,0.29839730937359454
1.043060236090019,11.618433927182577,1.7081392677461653,0.2862453375777335
1.00043695948336,11.649251541784135,1.7144123818508008,0.2802715181805495
0.9142990700172731,11.677491021861007,1.726452818370345,0.2795112034986015
0.8515094862780651,11.725702736258292,1.7302901819202925,0.2739443701185999
0.771608504290888,11.75859678068304,1.7296485100829293,0.2691352489116541
0.7759551648978823,11.816141567355402,1.7425187631549717,0.2525019342660289
0.7068376816611545,11.821147967712701,1.7536419824756495,0.24363280184124006
0.7094784470246573,11.806238931778845,1.7595874201297934,0.23580438656449973
0.7432656108968001,11.819095887392269,1.7690583403684346,0.23696282633292717
0.6927182856700428,11.859593742872066,1.7729079305824627,0.23039568452699333
0.6872878778006257,11.872449963344874,1.7749161735367451,0.2211265337662698
0.6905918003501947,11.91139282489335,1.7793012214157111,0.21324716044633274
0.7348502185237258,11.898961554508626,1.7922818118372974,0.21276708722778775
0.7232686222361348,11.904364048985059,1.8002578952282422,0.21024533802679624
0.6546250153216399,11.953791973072294,1.812172441453701,0.20693092309040925
0.6013312128169944,12.034550803146292,1.8125407694982385,0.20424696619863322
0.5904751354257599,12.04065994021739,1.816309558217812,0.2031163206534909
0.548347404556355,12.080217308881515,1.8295603403938994,0.19390710619192233
0.5283113004179734,12.124158575455366,1.8330368566897273,0.18865512499784762
0.5316858087323869,12.104494971427718,1.8321380966812102,0.17887723685767865
0.5634727470250555,12.030129363346937,1.843753186558106,0.17176495629169256
0.5609480389736632,12.023396168097223,1.842367761793223,0.16018267171500658
0.5313549788515132,12.007465478016346,1.8458215498950448,0.14953700830801422
0.5319428913038254,11.962528760351097,1.8506916947757406,0.14546705106739172
0.5030399810759543,11.929212869159716,1.859957936470095,0.14407960721018878
0.4459005814312183,11.950394884051725,1.859519515100247,0.14147625778621084
0.40225484635131575,11.991784159206425,1.8612710360430886,0.13662834425157655
0.40995506709733676,12.007634110747553,1.8638208865575816,0.13575528744220966
0.4136191202436284,12.073930939772564,1.8682145850515064,0.1378504023605033
0.37635147704065686,12.144877203960583,1.8729624040966177,0.1343815388427147
0.37679116001273266,12.168567393018515,1.87833595829106,0.1308702320269984
0.3410773302533827,12.133030183133531,1.8875360299103914,0.12478733571167498
0.37611132337146136,12.101631137812724,1.903210780404765,0.11901724868681751
0.3182029734835471,12.121478391538382,1.9012356138832225,0.1131474632188518
0.30825330427906994,12.105639620008926,1.9021883054155657,0.11387933975517886
0.31774392076908087,12.10162812358058,1.9029672326099776,0.11154481938688617
0.2782482034274469,12.1553868687766,1.8965418831377856,0.1061763141307185
0.23305589105840496,12.187469165703975,1.89212265576777,0.1019272645982703
0.23821684604615376,12.227838492761574,1.8931269431139974,0.08891138097891407
0.27399784491790563,12.26672550518767,1.8961073634348178,0.08573135573791191
0.2336982323968344,12.336858630686368,1.8945082458858111,0.08405495162121306
0.20926050741743554,12.325020944242233,1.8977767512348664,0.0790585433575761
0.25612654220266245,12.340825620529051,1.9060020807122784,0.07788255022071541
0.2634064828842493,12.427323012884711,1.914697523805386,0.07500619509606421
0.24306893649219455,12.470263251427072,1.9202527472192923,0.07452571069616215
0.2033461809745602,12.51502453918687,1.9216592286500334,0.07532245271114055
0.27801215570561155,12.497951072136205,1.921653549906091,0.08028912476002137
0.294927439114457,12.463295044035714,1.9274971590769703,0.08128799162149641
0.2965898071743859,12.461705260197663,1.9246051493277685,0.07481699100018897
0.24387804490244397,12.426645013534275,1.93220610622264,0.07349071281250125
0.276176362549966,12.415572150989483,1.9384085138556502,0.06717980981051494
0.29785192344536615,12.38317558550028,1.9406611741413473,0.07128386633003089
0.2178507324458897,12.343151558526932,1.940228483919772,0.06846803333857733
0.1789780231318873,12.330719338878097,1.9443110793127723,0.06793794674173528
