V,A,omega_R,D,H
1,1.86809077796796,376.991118430775,50,7.47236311187185
1.02,3.18,376.991118430775,50,12.72
1,-9.48519043680334,376.991118430775,50,0
1.02,-9.32427548106184,376.991118430775,50,0
0.982421039173256,-10.3720664177091,376.991118430775,50,0
0.969004803669226,-9.69323489716074,376.991118430775,50,0
