t,X,Y,x,y
0.8505342551854179,523,928,-420.5,216.5
0.8672113974439556,523,928,-420.5,216.5
0.8838885397024931,531,938,-412.5,226.5
0.9005656819610308,535,951,-408.5,239.5
0.9172428242195684,535,952,-408.5,240.5
0.933919966478106,544,966,-399.5,254.5
0.9505971087366436,553,981,-390.5,269.5
0.9672742509951812,568,999,-375.5,287.5
0.9839513932537188,568,999,-375.5,287.5
1.0006285355122564,584,1016,-359.5,304.5
1.017305677770794,584,1016,-359.5,304.5
1.0339828200293315,602,1036,-341.5,324.5
1.0506599622878692,623,1056,-320.5,344.5
1.0673371045464068,622,1056,-321.5,344.5
1.0840142468049443,643,1080,-300.5,368.5
1.100691389063482,670,1096,-273.5,384.5
1.1173685313220196,670,1096,-273.5,384.5
1.1340456735805573,697,1114,-246.5,402.5
1.150722815839095,729,1135,-214.5,423.5
1.1673999580976324,761,1151,-182.5,439.5
1.18407710035617,761,1151,-182.5,439.5
1.2007542426147078,797,1162,-146.5,450.5
1.2174313848732452,833,1172,-110.5,460.5
1.2341085271317829,833,1172,-110.5,460.5
1.2507856693903203,872,1180,-71.5,468.5
1.2674628116488582,872,1180,-71.5,468.5
1.2841399539073957,912,1185,-31.5,473.5
1.300817096165933,952,1183,8.5,471.5
1.317494238424471,952,1183,8.5,471.5
1.334171380683009,991,1183,47.5,471.5
1.350848522941546,991,1183,47.5,471.5
1.3675256652000838,1032,1176,88.5,464.5
1.3842028074586217,1070,1167,126.5,455.5
1.400879949717159,1106,1154,162.5,442.5
1.4175570919756966,1106,1155,162.5,443.5
1.4342342342342342,1142,1141,198.5,429.5
1.450911376492772,1174,1125,230.5,413.5
1.4675885187513094,1174,1125,230.5,413.5
1.484265661009847,1204,1108,260.5,396.5
1.5009428032683847,1231,1088,287.5,376.5
1.517619945526922,1254,1070,310.5,358.5
1.5342970877854598,1254,1070,310.5,358.5
1.5509742300439977,1277,1047,333.5,335.5
1.5676513723025352,1277,1047,333.5,335.5
1.5843285145610726,1297,1028,353.5,316.5
1.6010056568196105,1312,1010,368.5,298.5
1.617682799078148,1312,1010,368.5,298.5
1.6343599413366854,1326,992,382.5,280.5
1.651037083595223,1338,976,394.5,264.5
1.6677142258537607,1338,976,394.5,264.5
1.6843913681122984,1347,959,403.5,247.5
1.7010685103708358,1356,948,412.5,236.5
1.7177456526293735,1356,948,412.5,236.5
1.7344227948879112,1362,936,418.5,224.5
1.7510999371464486,1362,936,418.5,224.5
1.7677770794049863,1368,925,424.5,213.5
1.784454221663524,1372,917,428.5,205.5
1.8011313639220616,1372,917,428.5,205.5
1.817808506180599,1375,912,431.5,200.5
1.8344856484391368,1374,908,430.5,196.5
1.8511627906976744,1374,908,430.5,196.5
1.867839932956212,1375,908,431.5,196.5
1.8845170752147495,1375,912,431.5,200.5
1.9011942174732872,1375,910,431.5,198.5
1.9178713597318249,1373,915,429.5,203.5
1.9345485019903623,1369,919,425.5,207.5
1.9512256442489,1367,929,423.5,217.5
1.9679027865074377,1367,929,423.5,217.5
1.984579928765975,1358,941,414.5,229.5
2.001257071024513,1358,941,414.5,229.5
2.0179342132830502,1350,955,406.5,243.5
2.034611355541588,1341,969,397.5,257.5
2.0512884978001256,1341,969,397.5,257.5
2.0679656400586635,1330,988,386.5,276.5
2.084642782317201,1316,1004,372.5,292.5
2.1013199245757384,1302,1023,358.5,311.5
2.117997066834276,1302,1023,358.5,311.5
2.1346742090928137,1283,1044,339.5,332.5
2.151351351351351,1283,1044,339.5,332.5
2.168028493609889,1261,1064,317.5,352.5
2.1847056358684265,1237,1084,293.5,372.5
