t,X1,Y1,X2,Y2
0.016715686274509804,996,362,913,745
0.03343137254901961,985,360,916,747
0.05014705882352941,937,360,935,752
0.06686274509803922,929,362,936,752
0.08357843137254903,912,366,944,754
0.10029411764705883,883,367,952,752
0.11700980392156862,848,376,965,751
0.13372549019607843,831,383,968,749
0.15044117647058824,821,384,972,753
0.16715686274509806,814,391,975,748
0.18387254901960784,800,393,975,748
0.20058823529411765,788,400,974,746
0.21730392156862746,768,412,976,745
0.23401960784313725,750,420,976,745
0.25073529411764706,737,430,976,744
0.26745098039215687,730,433,977,744
0.2841666666666667,710,449,973,745
0.3008823529411765,703,456,974,745
0.3175980392156863,692,471,973,747
0.3343137254901961,668,492,968,750
0.35102941176470587,662,498,965,749
0.3677450980392157,656,506,966,752
0.3844607843137255,635,535,961,756
0.4011764705882353,624,552,959,763
0.4178921568627451,616,567,954,768
0.4346078431372549,604,592,952,775
0.45132352941176473,597,619,951,784
0.4680392156862745,589,646,949,798
0.4847549019607843,583,660,949,800
0.5014705882352941,575,697,951,818
0.5181862745098039,572,728,949,838
0.5349019607843137,572,758,953,856
0.5516176470588235,574,784,957,872
0.5683333333333334,577,801,958,879
0.5850490196078432,584,850,970,912
0.601764705882353,595,878,982,934
0.6184803921568628,606,907,993,959
0.6351960784313726,614,929,1007,977
0.6519117647058824,640,975,1030,1022
0.6686274509803922,650,987,1039,1028
0.6853431372549019,678,1016,1065,1072
0.7020588235294117,701,1039,1087,1104
0.7187745098039215,701,1039,1087,1104
0.7354901960784314,747,1076,1128,1165
0.7522058823529412,762,1088,1142,1185
0.768921568627451,792,1104,1164,1222
0.7856372549019608,824,1119,1185,1257
0.8023529411764706,868,1129,1214,1311
0.8190686274509804,904,1135,1237,1345
0.8357843137254902,946,1142,1253,1382
0.8525,965,1139,1264,1401
0.8692156862745098,1007,1140,1272,1430
0.8859313725490197,1056,1130,1280,1457
0.9026470588235295,1116,1113,1272,1476
0.9193627450980393,1158,1091,1256,1472
0.936078431372549,1215,1056,1237,1445
0.9527941176470588,1257,1015,1215,1401
0.9695098039215686,1275,992,1199,1375
0.9862254901960784,1292,967,1183,1344
1.0029411764705882,1304,943,1169,1311
