t,X,Y,x,y
0.0166666666666666,1245,1087,298,-367
0.0333333333333333,1248,1088,301,-368
0.05,1248,1088,301,-368
0.0666666666666666,1248,1088,301,-368
0.0833333333333333,1248,1088,301,-368
0.1,1248,1088,301,-368
0.1166666666666666,1248,1088,301,-368
0.1333333333333333,1248,1088,301,-368
0.15,1248,1088,301,-368
0.1666666666666666,1247,1087,300,-367
0.1833333333333333,1246,1087,299,-367
0.2,1243,1090,296,-370
0.2166666666666666,1243,1093,296,-373
0.2333333333333333,1239,1091,292,-371
0.25,1237,1096,290,-376
0.2666666666666666,1232,1097,285,-377
0.2833333333333333,1224,1101,277,-381
0.3,1223,1105,276,-385
0.3166666666666666,1215,1112,268,-392
0.3333333333333333,1209,1113,262,-393
0.35,1202,1119,255,-399
0.3666666666666666,1199,1122,252,-402
0.3833333333333333,1192,1128,245,-408
0.4,1180,1131,233,-411
0.4166666666666667,1171,1136,224,-416
0.4333333333333333,1160,1143,213,-423
0.45,1151,1148,204,-428
0.4666666666666667,1142,1153,195,-433
0.4833333333333333,1127,1156,180,-436
0.5,1115,1160,168,-440
0.5166666666666666,1104,1164,157,-444
0.5333333333333333,1083,1173,136,-453
0.55,1080,1174,133,-454
0.5666666666666667,1064,1178,117,-458
0.5833333333333334,1051,1181,104,-461
0.6,1028,1184,81,-464
0.6166666666666667,1021,1191,74,-471
0.6333333333333333,1008,1188,61,-468
0.65,991,1191,44,-471
0.6666666666666666,980,1193,33,-473
0.6833333333333333,964,1193,17,-473
0.7,948,1194,1,-474
0.7166666666666667,936,1193,-11,-473
0.7333333333333333,914,1192,-33,-472
0.75,904,1192,-43,-472
0.7666666666666666,890,1189,-57,-469
0.7833333333333333,878,1188,-69,-468
0.8,864,1186,-83,-466
0.8166666666666667,858,1186,-89,-466
0.8333333333333334,840,1184,-107,-464
0.85,826,1176,-121,-456
0.8666666666666667,809,1173,-138,-453
0.8833333333333333,809,1174,-138,-454
0.9,797,1169,-150,-449
0.9166666666666666,784,1164,-163,-444
0.9333333333333332,771,1161,-176,-441
0.95,760,1155,-187,-435
0.9666666666666668,759,1153,-188,-433
0.9833333333333332,746,1150,-201,-430
1.0,746,1150,-201,-430
1.0166666666666666,735,1147,-212,-427
1.0333333333333332,730,1141,-217,-421
1.05,725,1138,-222,-418
1.0666666666666669,720,1137,-227,-417
1.0833333333333333,719,1135,-228,-415
1.1,716,1133,-231,-413
1.1166666666666667,714,1134,-233,-414
1.1333333333333333,712,1130,-235,-410
1.15,711,1129,-236,-409
1.1666666666666667,711,1129,-236,-409
1.1833333333333331,710,1129,-237,-409
1.2,711,1128,-236,-408
1.2166666666666666,711,1128,-236,-408
1.2333333333333334,711,1127,-236,-407
1.25,713,1128,-234,-408
1.2666666666666666,713,1133,-234,-413
1.2833333333333332,720,1136,-227,-416
1.3,722,1136,-225,-416
1.3166666666666669,724,1137,-223,-417
1.3333333333333333,728,1140,-219,-420
1.35,734,1144,-213,-424
1.3666666666666667,737,1144,-210,-424
1.3833333333333333,746,1149,-201,-429
1.4,752,1151,-195,-431
1.4166666666666667,759,1154,-188,-434
1.4333333333333331,767,1157,-180,-437
1.45,775,1161,-172,-441
1.4666666666666666,782,1164,-165,-444
1.4833333333333334,791,1168,-156,-448
1.5,800,1170,-147,-450
1.5166666666666666,810,1173,-137,-453
1.5333333333333332,820,1175,-127,-455
1.55,835,1181,-112,-461
1.5666666666666669,843,1183,-104,-463
1.5833333333333333,849,1182,-98,-462
1.6,865,1186,-82,-466
1.6166666666666667,865,1186,-82,-466
1.6333333333333333,884,1188,-63,-468
1.65,895,1190,-52,-470
1.6666666666666667,904,1193,-43,-473
1.6833333333333331,917,1193,-30,-473
1.7,927,1191,-20,-471
1.7166666666666666,938,1192,-9,-472
1.7333333333333334,950,1192,3,-472
1.75,962,1193,15,-473
1.7666666666666666,977,1192,30,-472
1.7833333333333332,985,1192,38,-472
1.8,994,1190,47,-470
1.8166666666666669,1004,1188,57,-468
1.8333333333333333,1021,1188,74,-468
1.85,1031,1185,84,-465
1.8666666666666667,1040,1185,93,-465
1.8833333333333333,1047,1183,100,-463
1.9,1056,1180,109,-460
1.9166666666666667,1061,1179,114,-459
1.9333333333333331,1070,1177,123,-457
1.95,1078,1174,131,-454
1.9666666666666663,1083,1172,136,-452
1.9833333333333336,1089,1169,142,-449
2.0,1097,1169,150,-449
2.0166666666666666,1101,1168,154,-448
2.033333333333333,1110,1164,163,-444
2.05,1113,1162,166,-442
2.0666666666666664,1117,1160,170,-440
2.0833333333333335,1120,1160,173,-440
2.1,1126,1158,179,-438
2.1166666666666667,1129,1158,182,-438
2.1333333333333333,1128,1156,181,-436
2.15,1131,1156,184,-436
2.1666666666666665,1131,1155,184,-435
2.183333333333333,1135,1155,188,-435
2.2,1135,1152,188,-432
2.216666666666667,1135,1153,188,-433
2.2333333333333334,1134,1153,187,-433
2.25,1134,1154,187,-434
2.2666666666666666,1130,1156,183,-436
2.283333333333333,1128,1157,181,-437
2.3,1127,1159,180,-439
2.3166666666666664,1122,1161,175,-441
2.3333333333333335,1120,1160,173,-440
2.35,1120,1162,173,-442
2.3666666666666667,1113,1163,166,-443
2.3833333333333333,1110,1165,163,-445
2.4,1108,1165,161,-445
2.4166666666666665,1104,1167,157,-447
2.433333333333333,1093,1169,146,-449
2.45,1085,1172,138,-452
2.466666666666667,1081,1175,134,-455
2.4833333333333334,1072,1176,125,-456
2.5,1070,1175,123,-455
2.5166666666666666,1061,1178,114,-458
2.533333333333333,1053,1179,106,-459
2.55,1041,1182,94,-462
2.5666666666666664,1038,1185,91,-465
2.5833333333333335,1031,1184,84,-464
2.6,1021,1188,74,-468
2.6166666666666667,1015,1188,68,-468
2.6333333333333333,1001,1189,54,-469
2.65,990,1192,43,-472
2.6666666666666665,987,1191,40,-471
2.683333333333333,978,1192,31,-472
2.7,969,1191,22,-471
2.716666666666667,954,1192,7,-472
2.7333333333333334,951,1193,4,-473
2.75,942,1193,-5,-473
2.7666666666666666,930,1192,-17,-472
2.783333333333333,926,1193,-21,-473
2.8,916,1192,-31,-472
2.8166666666666664,909,1192,-38,-472
2.8333333333333335,897,1190,-50,-470
2.85,890,1188,-57,-468
2.8666666666666667,888,1188,-59,-468
2.8833333333333333,874,1188,-73,-468
2.9,870,1188,-77,-468
2.9166666666666665,864,1186,-83,-466
2.933333333333333,855,1184,-92,-464
2.95,849,1183,-98,-463
2.966666666666667,847,1184,-100,-464
2.9833333333333334,836,1181,-111,-461
3.0,832,1181,-115,-461
3.0166666666666666,825,1177,-122,-457
3.033333333333333,823,1176,-124,-456
3.05,821,1175,-126,-455
3.0666666666666664,816,1173,-131,-453
3.0833333333333335,816,1176,-131,-456
3.1,806,1173,-141,-453
3.1166666666666667,808,1173,-139,-453
3.1333333333333333,805,1172,-142,-452
3.15,804,1171,-143,-451
3.1666666666666665,801,1170,-146,-450
3.183333333333333,800,1171,-147,-451
3.2,799,1171,-148,-451
3.216666666666667,800,1171,-147,-451
3.2333333333333334,798,1171,-149,-451
3.25,800,1170,-147,-450
3.2666666666666666,800,1172,-147,-452
