1,5,10,15,0
30,80,200,570,20
30,40,100,200,20
50,60,160,990,20
40,60,170,170,20
30,50,210,780,20
30,50,220,260,20
30,40,150,250,20
30,70,150,170,20
40,70,150,310,20
40,80,160,200,20
